"id"	"Daily.events"	"Prioritising.workload"	"Writing.notes"	"Workaholism"	"Thinking.ahead"	"Final.judgement"	"Reliability"	"Keeping.promises"	"Loss.of.interest"	"Friends.versus.money"	"Funniness"	"Fake"	"Criminal.damage"	"Decision.making"	"Elections"	"Self.criticism"	"Judgment.calls"	"Hypochondria"	"Empathy"	"Eating.to.survive"	"Giving"	"Compassion.to.animals"	"Borrowed.stuff"	"Loneliness"	"Cheating.in.school"	"Health"	"Changing.the.past"	"God"	"Dreams"	"Charity"	"Number.of.friends"	"Waiting"	"New.environment"	"Mood.swings"	"Appearence.and.gestures"	"Socializing"	"Achievements"	"Responding.to.a.serious.letter"	"Children"	"Assertiveness"	"Getting.angry"	"Knowing.the.right.people"	"Public.speaking"	"Unpopularity"	"Life.struggles"	"Happiness.in.life"	"Energy.levels"	"Small...big.dogs"	"Personality"	"Finding.lost.valuables"	"Getting.up"	"Interests.or.hobbies"	"Parents..advice"	"Questionnaires.or.polls"
"237"	3	5	1	5	3	2	5	5	4	5	5	1	1	3	5	3	3	5	5	3	5	5	5	2	3	5	3	3	3	1	3	1	3	4	4	3	3	5	3	3	3	5	1	3	4	4	5	3	3	3	1	3	4	3
"238"	5	4	4	4	3	1	5	5	4	2	2	1	5	2	1	5	4	2	5	3	5	4	5	2	5	3	4	1	3	1	3	3	3	4	4	5	3	3	5	4	3	5	2	3	4	4	4	3	4	1	5	4	2	2
"239"	3	3	5	2	2	3	3	2	2	4	4	2	3	2	1	3	2	2	4	1	2	4	3	2	4	3	3	4	3	1	3	2	4	3	5	3	3	4	4	2	4	5	4	3	3	4	3	2	4	3	3	2	2	2
"240"	4	3	2	3	2	1	3	3	2	3	3	2	5	2	5	3	4	1	3	2	4	5	4	2	3	4	2	2	3	3	4	2	2	4	5	4	3	4	3	4	4	5	4	4	5	3	4	3	3	3	4	3	3	3
"241"	4	1	2	1	3	1	3	4	1	3	5	3	3	3	5	3	3	2	3	2	2	3	3	3	5	4	3	1	4	1	4	1	3	4	3	3	4	2	4	3	4	3	2	3	2	4	3	3	3	3	2	2	2	2
"242"	4	2	4	2	5	3	4	3	4	2	3	1	4	5	3	4	4	1	5	1	5	5	4	2	4	3	1	4	4	2	3	4	4	3	4	3	4	4	4	5	4	3	5	1	2	5	4	5	4	3	4	3	5	3
"243"	4	5	5	4	5	1	5	5	1	5	2	1	3	3	5	4	5	1	5	1	3	3	4	3	2	3	2	5	4	3	3	4	3	3	4	3	4	2	4	4	2	4	3	4	4	4	3	1	3	3	1	3	4	3
"244"	4	4	5	5	5	3	5	4	2	3	4	4	5	3	2	5	5	5	4	1	4	4	4	5	2	4	4	3	2	1	1	1	1	5	4	1	1	4	2	2	2	2	5	5	5	2	3	3	3	4	5	1	4	4
"245"	2	3	5	1	3	3	4	4	3	4	2	3	2	3	1	2	4	1	5	3	1	5	4	2	5	3	2	1	3	1	3	1	3	4	4	1	3	3	3	3	5	1	5	3	3	4	2	1	4	1	5	2	3	3
"246"	1	3	5	5	3	1	3	4	1	5	3	1	2	1	1	4	4	1	5	2	4	5	4	3	5	3	5	3	4	3	5	4	4	1	4	5	3	3	2	5	1	3	2	3	2	3	5	5	4	3	5	5	3	2
"247"	3	5	5	5	5	2	5	5	1	2	1	1	1	4	5	4	3	2	4	2	5	5	5	2	3	3	2	3	3	2	4	3	4	3	3	2	2	2	4	3	3	4	4	4	1	4	3	2	3	5	2	4	3	1
"248"	1	1	5	5	2	1	4	1	1	4	4	3	1	3	4	4	4	1	4	1	1	3	3	3	5	4	4	2	4	3	2	3	3	2	3	3	3	5	4	4	2	3	5	5	3	3	3	5	2	3	4	3	3	3
"249"	3	2	5	3	4	1	4	4	1	3	2	1	2	5	4	5	4	1	4	1	4	5	5	3	3	4	3	1	3	3	3	3	2	4	4	3	4	4	3	4	4	4	5	3	3	4	3	3	4	3	5	4	4	1
"250"	3	1	1	1	3	3	5	5	1	5	5	3	1	5	5	5	5	1	5	1	5	5	4	3	3	3	3	5	3	1	3	3	3	3	3	3	3	4	4	2	2	4	3	3	4	4	5	3	3	3	5	5	4	3
"251"	2	1	4	2	2	2	4	4	1	2	4	2	1	2	4	4	3	2	4	1	3	3	4	3	5	4	2	4	3	2	4	2	3	3	4	4	3	4	4	3	3	4	3	3	4	4	3	2	3	2	5	3	4	2
"252"	5	3	5	4	1	1	4	4	2	5	1	1	1	5	5	5	5	1	5	1	5	5	5	2	5	3	1	5	3	3	3	1	3	3	5	3	2	2	5	5	3	3	5	5	3	5	5	3	3	4	5	3	3	3
"253"	3	2	3	3	4	4	4	4	2	4	4	2	1	4	5	3	5	2	5	1	3	5	4	5	4	4	1	5	3	1	3	3	3	3	5	3	3	4	4	4	4	4	5	4	5	3	3	2	3	3	5	5	3	3
"254"	3	3	1	3	3	4	5	5	1	5	5	2	1	2	1	3	5	1	3	1	1	2	5	4	1	3	4	5	2	1	5	5	4	2	5	3	3	3	5	5	1	2	5	5	5	3	3	3	3	1	2	3	2	5
"255"	2	5	5	1	3	1	5	4	1	5	3	1	1	3	5	4	5	1	5	1	5	5	5	5	4	5	2	4	3	1	5	3	5	3	4	3	3	3	5	2	3	5	2	1	5	3	5	3	5	3	1	5	3	3
"256"	1	2	4	4	5	2	4	5	1	5	4	1	1	5	5	4	3	3	4	2	2	5	5	3	4	4	2	4	3	1	4	4	1	3	2	3	3	4	5	5	3	3	5	4	4	4	4	3	4	4	2	5	4	3
"257"	3	3	3	2	3	1	4	3	5	2	3	2	1	1	4	2	4	1	4	4	1	5	4	1	5	3	1	1	4	1	1	3	4	3	5	3	3	3	2	3	4	5	4	3	5	4	5	5	4	1	4	4	3	3
"258"	5	2	3	3	3	4	4	3	2	4	4	4	2	2	1	4	4	2	4	2	4	2	3	2	5	4	3	5	3	2	3	4	4	3	4	3	3	2	3	4	3	4	4	1	1	4	4	3	3	2	4	4	3	3
"259"	3	1	1	1	4	1	3	5	1	5	3	2	2	5	5	1	5	1	5	1	1	5	3	2	5	3	3	3	3	1	1	5	2	1	1	1	5	5	2	3	2	1	5	1	3	3	3	5	4	5	5	1	2	1
"260"	4	5	3	4	2	4	3	3	1	5	3	1	1	3	4	5	5	5	5	1	1	5	5	3	3	5	5	5	4	3	4	1	5	2	2	4	3	2	3	3	3	3	3	3	2	4	5	3	3	5	3	5	3	5
"261"	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
"262"	3	3	5	4	2	2	3	4	4	3	2	1	4	2	3	4	5	2	4	2	3	5	4	4	2	5	4	5	3	1	3	2	2	5	5	2	3	4	3	3	4	4	4	3	4	3	3	2	3	3	5	5	3	3
"263"	2	4	4	5	5	2	3	4	5	3	4	3	5	3	4	5	4	2	4	3	2	4	3	5	4	3	5	2	3	3	3	3	3	4	5	4	3	4	4	5	5	4	3	5	4	3	2	2	3	5	5	4	4	3
"264"	2	1	3	1	2	1	3	5	5	2	1	1	5	4	4	3	5	1	4	1	1	2	1	1	5	1	3	1	4	1	5	3	5	3	5	5	3	1	3	5	3	5	1	3	2	5	3	1	3	2	5	1	3	5
"265"	2	3	4	3	3	3	3	3	3	5	3	1	3	3	3	3	3	3	5	2	3	5	4	3	3	4	5	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	5	5	4	4	4	3	3	3	5	4	3	3
"266"	1	1	1	1	3	2	3	4	5	5	3	1	1	1	1	1	3	5	3	3	3	5	5	3	5	3	3	3	3	1	3	2	3	3	4	4	4	3	3	3	3	3	5	1	4	4	4	2	3	2	5	3	3	3
"267"	3	2	5	4	5	2	4	5	3	3	4	3	3	4	4	5	4	1	4	2	4	3	5	4	5	3	4	2	4	2	3	3	2	4	4	4	4	4	4	4	4	4	5	4	5	3	4	2	3	3	3	3	4	3
"268"	4	4	4	4	4	5	4	5	1	4	1	1	1	2	5	5	3	1	4	1	3	5	5	1	1	1	1	5	5	3	3	4	4	2	4	4	3	2	3	3	3	3	3	3	1	5	5	3	3	5	2	4	2	3
"269"	2	5	3	2	5	1	5	4	3	3	4	2	1	3	5	4	5	1	5	2	4	5	5	2	2	5	5	1	3	3	5	2	5	5	4	3	3	2	4	4	4	4	5	4	5	3	4	3	3	3	2	4	3	3
"270"	2	2	3	4	4	3	3	4	2	4	3	3	4	4	3	4	4	2	3	2	2	4	3	3	2	2	3	4	2	2	2	2	3	4	3	3	2	4	4	2	3	2	2	5	3	4	3	2	3	4	3	2	2	4
"271"	4	2	5	4	5	2	3	5	1	5	2	2	5	5	1	4	5	2	4	2	2	5	5	3	5	3	2	1	3	2	3	2	2	4	4	2	4	4	4	4	4	4	5	3	4	4	3	2	3	3	4	2	3	3
"272"	4	3	1	2	4	3	4	4	1	5	3	2	5	4	3	2	3	1	4	2	4	5	5	2	5	4	2	4	3	3	4	3	5	2	3	3	4	2	5	3	4	4	4	3	4	4	4	4	4	2	4	4	3	2
"273"	1	2	1	5	3	3	3	3	2	4	4	3	4	4	5	3	3	3	4	1	3	5	5	3	5	4	4	4	3	3	1	2	3	2	3	1	3	3	3	3	1	5	5	5	5	4	2	2	3	3	5	1	3	3
"274"	5	2	2	4	3	3	4	3	2	4	3	2	1	2	5	3	4	2	5	2	3	5	5	3	3	3	2	3	4	4	5	4	5	4	3	3	4	2	5	5	1	4	2	4	2	4	5	3	4	5	5	4	4	2
"275"	3	2	4	3	4	3	5	5	4	5	3	2	3	4	5	4	4	2	2	2	3	4	4	2	4	3	1	2	3	1	5	3	4	3	3	4	3	1	2	3	4	4	3	2	4	4	4	4	3	3	5	4	2	3
"276"	5	1	3	4	3	1	2	3	1	4	3	5	5	1	5	4	5	2	5	2	3	5	3	4	5	3	5	4	3	2	3	3	5	5	4	5	3	2	3	4	3	4	3	3	4	3	3	4	3	3	5	5	2	3
"277"	1	1	1	1	1	3	4	5	5	5	3	3	1	1	2	3	5	1	5	4	5	5	5	4	5	3	4	5	4	2	4	4	5	3	4	3	1	5	5	5	2	3	2	3	4	3	3	1	4	5	4	4	3	3
"278"	2	4	5	5	4	5	5	5	1	5	4	1	2	3	5	3	3	3	5	2	2	3	4	4	2	2	2	2	4	1	3	3	4	3	5	4	3	3	4	4	2	4	4	3	2	4	4	3	3	2	3	3	3	3
"279"	4	1	1	1	5	5	5	4	5	4	4	1	5	4	5	5	5	1	3	1	1	3	4	3	4	1	5	5	5	1	5	3	5	2	3	5	1	4	4	3	4	5	3	1	1	4	4	4	4	1	3	5	4	3
"280"	2	2	3	4	4	5	4	4	4	5	5	3	5	5	5	5	5	1	5	2	4	5	3	4	3	4	3	5	3	2	3	2	5	4	5	4	4	1	5	5	5	5	3	1	5	4	4	3	3	1	3	2	3	4
"281"	2	1	1	2	3	1	1	4	3	4	1	1	5	2	4	5	5	2	5	1	5	5	5	5	5	1	3	5	2	2	4	3	2	5	4	4	3	1	2	5	4	3	3	3	5	2	5	3	3	3	5	5	3	2
"282"	2	4	5	5	3	3	4	4	5	5	4	2	4	5	5	5	5	1	3	4	2	3	5	4	3	2	4	1	4	2	3	2	1	3	4	4	3	3	4	2	4	4	3	3	4	3	4	2	3	3	4	4	3	2
"283"	3	4	4	4	5	2	4	3	2	3	3	1	2	3	1	5	5	4	5	1	5	5	5	3	3	4	2	3	3	2	3	3	3	3	4	1	3	1	5	3	4	5	5	3	3	4	3	3	3	5	3	3	3	1
"284"	3	3	2	4	3	4	5	5	3	3	3	1	2	2	4	1	5	1	2	1	1	3	4	1	4	3	1	3	3	2	5	3	4	2	4	4	2	2	5	3	2	4	4	3	2	4	5	3	3	3	5	5	3	2
"285"	3	4	4	1	2	1	4	3	2	3	4	2	2	2	1	1	4	1	4	1	3	3	5	1	5	2	1	1	4	1	4	2	5	2	4	4	3	3	5	3	2	4	4	3	1	5	5	3	4	3	2	5	3	1
"286"	3	3	3	3	3	3	5	4	2	4	2	1	3	4	5	2	3	1	4	1	4	4	4	2	4	3	1	5	3	2	3	4	4	3	5	4	3	3	5	4	3	4	5	1	3	4	4	3	4	4	4	5	3	3
"287"	3	3	3	5	3	3	5	5	2	4	4	2	1	2	4	3	4	5	5	2	5	5	5	3	3	3	2	4	4	2	3	2	4	3	4	4	3	1	3	3	2	4	4	2	3	4	4	4	4	2	5	3	1	1
"288"	4	4	4	3	3	2	3	4	2	3	3	3	2	3	4	4	4	2	3	2	3	4	3	3	3	4	4	3	4	3	3	2	3	4	4	3	3	2	3	4	3	4	4	3	4	4	3	3	4	3	5	2	3	2
"289"	3	5	5	3	5	5	5	5	4	3	5	2	5	3	2	3	5	1	5	2	3	5	5	3	5	4	1	5	3	1	3	2	5	3	2	3	3	3	4	5	1	1	3	3	1	5	4	3	4	3	3	5	3	2
"290"	5	1	1	4	2	1	5	5	4	5	4	4	2	1	5	5	5	1	4	2	2	3	4	2	5	2	2	2	3	2	5	3	5	4	2	3	4	1	3	4	3	5	1	2	4	4	5	4	3	1	5	5	2	1
"291"	3	3	3	5	4	1	3	4	4	3	3	2	3	1	1	4	3	4	4	3	5	5	4	4	5	4	1	4	4	2	4	3	4	3	4	4	3	2	5	4	2	4	4	3	4	4	5	4	4	5	4	5	4	1
"292"	3	4	5	5	4	4	4	5	4	5	4	2	4	2	5	3	4	1	5	4	4	4	4	2	5	3	2	4	3	2	3	3	4	3	4	3	3	2	4	5	2	4	3	4	4	4	5	3	4	4	4	4	3	3
"293"	3	4	5	4	4	3	5	5	1	2	4	2	1	5	5	3	4	1	5	1	3	4	5	3	2	3	2	5	4	2	5	2	4	2	4	5	4	3	5	4	4	5	2	5	4	4	3	3	4	4	4	5	4	4
"294"	2	1	3	2	4	1	3	2	5	4	5	2	4	1	1	3	4	4	5	5	1	5	2	4	4	1	5	2	3	1	1	5	4	5	1	1	2	1	3	4	4	5	5	5	5	1	1	3	1	3	5	1	1	3
"295"	2	2	1	4	3	1	4	5	2	1	2	2	1	2	1	4	5	1	2	3	2	4	4	4	4	3	2	1	3	1	2	3	5	4	5	3	3	4	2	3	3	5	4	3	3	3	3	3	3	2	3	4	2	2
"296"	2	3	2	2	3	1	3	3	4	2	3	3	2	2	3	3	3	3	5	2	2	4	3	2	5	4	3	5	3	4	2	2	1	2	4	4	3	2	4	3	2	5	3	2	2	3	3	2	3	3	3	5	4	2
"297"	5	2	1	1	3	2	3	5	3	5	5	2	5	2	5	5	5	1	3	1	2	2	4	1	5	3	2	1	3	1	5	3	5	5	1	5	5	3	1	5	5	5	1	1	1	5	5	5	3	1	5	5	3	1
"298"	3	1	3	2	4	1	3	3	4	3	5	2	1	4	3	5	2	2	3	2	2	4	4	4	3	3	3	1	4	2	2	3	3	3	3	2	4	3	3	3	1	2	3	5	2	3	3	3	3	3	4	3	3	2
"299"	3	4	5	3	3	2	4	5	4	5	3	2	2	4	5	5	4	2	5	1	5	5	4	3	3	4	4	4	3	1	4	2	2	4	4	4	5	2	5	2	4	3	4	3	4	3	4	3	3	2	2	4	3	3
"300"	2	3	3	2	4	1	4	4	2	3	3	2	1	4	5	4	5	1	4	1	4	5	5	2	5	4	3	1	3	3	3	3	3	2	4	3	3	3	3	4	3	4	5	4	3	4	4	5	3	4	4	3	4	2
"301"	3	3	1	5	5	4	5	4	2	5	1	4	4	5	5	5	5	1	5	4	2	5	5	2	3	3	5	5	4	4	3	3	2	2	4	1	4	4	2	3	1	4	2	5	5	5	4	5	3	3	2	5	3	2
"302"	2	2	5	2	4	4	4	3	3	2	4	3	1	4	1	4	2	2	3	1	3	4	4	2	5	2	4	4	1	2	2	4	1	2	4	2	5	3	2	3	2	4	4	2	1	4	2	4	2	4	1	4	4	2
"303"	3	1	5	5	3	5	3	3	5	3	4	1	3	5	1	5	5	1	5	1	5	5	5	3	5	5	3	5	3	2	3	1	3	5	3	4	1	3	5	5	4	4	5	4	5	3	5	1	3	3	3	3	4	3
"304"	3	3	4	5	3	1	4	4	1	3	3	2	5	3	1	3	4	1	2	1	5	3	2	4	5	3	3	1	3	1	1	2	4	4	4	2	4	4	4	4	4	3	4	3	5	2	3	3	4	1	3	2	4	2
"305"	3	2	1	3	3	1	2	2	2	4	4	4	1	1	1	1	4	1	3	1	4	2	1	3	4	1	1	1	3	3	4	5	5	1	4	5	4	2	4	5	1	5	1	4	3	5	4	3	3	1	4	5	1	3
"306"	2	1	4	1	3	2	4	5	2	4	4	3	2	3	1	5	5	4	4	2	4	5	4	3	3	4	2	2	3	3	4	2	5	5	4	4	2	3	4	3	2	3	4	3	2	4	4	4	4	4	2	4	3	2
"307"	1	3	4	2	3	4	4	3	5	4	4	4	2	4	4	5	2	5	4	5	5	4	4	4	3	4	5	5	4	3	4	3	5	3	4	4	2	3	3	4	4	2	5	3	5	4	4	1	3	1	5	5	4	3
"308"	5	3	4	5	5	1	3	3	4	5	1	3	1	5	5	5	3	4	5	5	3	5	4	5	2	3	5	3	3	3	2	1	3	5	3	2	2	5	5	4	5	1	4	5	1	3	3	1	3	5	4	5	4	3
"309"	4	5	4	4	3	3	4	4	3	5	4	3	3	3	4	3	5	2	4	1	4	4	4	3	3	4	4	3	4	3	5	2	4	4	3	4	3	4	5	3	3	5	3	4	4	4	5	4	3	2	2	5	4	3
"310"	2	3	2	2	2	1	3	3	1	4	3	1	1	3	2	2	5	1	5	1	3	5	2	2	5	3	2	3	1	1	4	3	3	3	4	4	3	4	3	3	2	4	4	2	2	5	4	3	4	3	4	3	3	2
"311"	2	3	2	5	3	3	3	2	4	2	3	3	3	2	2	3	2	2	3	2	4	4	3	4	3	2	4	4	2	3	3	3	4	3	3	3	3	3	3	2	4	3	2	4	2	4	3	2	4	3	3	2	4	2
"312"	5	3	2	3	4	2	5	3	5	2	5	3	5	1	5	5	5	1	4	1	5	5	5	3	3	4	3	3	3	4	3	3	5	3	5	3	3	3	2	5	1	5	3	5	3	5	5	3	3	1	1	5	4	5
"313"	2	1	2	1	4	3	2	4	2	4	3	2	4	4	1	5	5	1	3	2	2	5	4	3	5	4	5	5	3	1	4	4	4	3	3	3	3	2	2	4	4	3	3	2	2	4	5	4	3	1	5	5	3	4
"314"	3	2	2	2	3	4	2	3	2	1	2	2	1	2	1	2	2	3	3	2	2	2	3	2	4	3	4	5	3	3	5	3	3	4	4	4	2	3	5	4	3	4	4	4	2	4	4	4	4	4	2	3	4	3
"315"	4	3	5	2	3	3	4	4	1	5	5	1	3	2	5	4	5	1	5	2	5	3	5	2	5	5	5	5	4	2	5	3	3	2	5	4	4	3	5	5	1	5	4	5	3	5	5	1	4	4	5	5	4	3
"316"	1	1	4	1	3	3	2	4	3	2	2	2	4	4	1	4	5	3	5	1	4	5	5	3	3	5	4	5	4	3	2	2	1	4	5	2	4	4	3	2	4	4	5	4	2	4	3	2	3	3	5	2	4	3
"317"	2	3	2	3	3	3	3	3	3	3	3	2	4	3	2	3	1	1	3	2	3	3	1	2	5	3	2	5	4	1	3	3	5	3	3	3	3	3	3	3	3	3	4	3	3	4	4	3	3	1	2	3	3	2
"318"	3	2	3	3	2	1	5	4	3	5	3	2	5	5	5	3	1	1	5	2	3	5	5	3	5	4	1	1	4	2	3	3	5	3	3	3	3	5	4	5	1	4	3	1	1	3	4	4	3	2	3	3	4	3
"319"	3	3	5	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
"320"	4	1	5	4	2	3	3	2	4	4	4	3	2	4	5	4	5	2	4	1	4	4	2	1	3	3	3	5	5	3	4	3	2	5	4	1	3	3	2	1	4	2	5	4	4	5	2	2	3	5	4	2	5	3
"321"	4	4	4	2	5	3	3	5	2	3	5	5	5	5	3	5	5	3	5	2	4	4	1	3	5	4	3	5	3	3	2	4	4	4	3	3	2	3	3	2	2	2	5	4	2	4	3	3	4	4	3	4	4	3
"322"	5	3	4	3	4	3	5	5	5	5	3	2	3	3	3	4	4	3	3	2	3	5	5	3	2	4	4	5	4	5	5	4	3	4	4	4	4	3	3	3	3	4	3	4	3	3	4	4	3	3	3	3	4	3
"323"	3	4	5	5	5	3	5	5	3	3	4	1	5	3	3	3	4	2	4	5	2	3	5	2	3	3	2	4	3	2	4	1	5	2	1	3	4	2	3	3	4	4	3	3	1	4	5	4	3	3	1	5	4	4
"324"	4	2	2	5	5	5	5	4	3	3	3	4	1	4	5	4	3	2	4	2	2	2	5	4	2	3	4	5	3	3	2	2	2	2	4	1	4	4	3	2	1	4	5	3	1	4	2	1	3	3	4	2	3	3
"325"	3	2	3	2	3	3	4	4	2	4	4	2	3	3	4	3	3	2	4	2	4	3	4	3	4	4	3	5	4	2	3	4	3	3	4	3	2	4	5	4	3	3	4	4	3	3	4	3	4	3	4	3	4	3
"326"	3	3	3	3	4	1	3	3	2	5	4	1	4	2	5	4	3	3	4	1	3	5	4	3	3	4	4	3	3	1	3	2	4	3	5	5	3	2	3	4	4	3	1	4	2	3	4	2	4	2	2	4	4	3
"327"	2	3	3	1	3	3	5	4	4	3	3	1	1	4	5	3	3	1	4	1	2	5	5	1	3	2	5	4	3	1	3	4	2	3	3	3	4	3	4	5	4	3	4	4	5	5	4	1	3	2	5	3	4	2
"328"	4	5	5	4	5	3	5	4	4	3	4	3	4	3	3	3	5	1	5	4	2	5	5	3	2	4	4	4	3	1	3	3	3	3	3	3	1	3	2	5	3	3	4	5	4	4	4	3	3	3	3	3	3	4
"329"	3	3	3	3	3	3	5	5	5	5	5	1	1	3	5	4	3	1	1	5	1	5	3	3	5	3	3	3	5	3	4	2	4	2	4	5	3	1	3	5	3	5	5	3	1	4	5	4	3	5	3	5	3	3
"330"	4	3	4	3	4	4	4	4	3	3	3	3	4	2	1	5	5	3	3	1	5	5	4	5	3	3	4	5	3	2	3	2	4	4	4	4	5	4	5	4	5	4	5	5	5	3	3	1	3	1	4	2	3	3
"331"	3	1	4	3	3	3	4	3	2	4	2	2	2	4	2	3	3	2	4	2	3	4	5	2	3	3	5	3	3	1	3	3	2	5	3	2	2	3	1	3	3	3	5	3	3	3	1	3	3	3	4	2	3	2
"332"	3	2	1	1	1	5	4	5	5	5	3	3	3	1	1	5	5	1	1	4	2	3	1	3	4	4	5	5	3	3	4	3	5	3	3	2	3	1	5	3	5	3	4	3	1	4	5	5	4	1	2	2	3	3
"333"	3	3	5	2	2	5	4	5	3	3	1	1	1	5	3	4	5	1	2	3	3	4	5	5	2	5	3	5	2	1	2	3	1	5	3	2	3	5	5	1	3	2	5	3	5	3	3	1	3	4	3	2	4	3
"334"	3	3	5	3	4	5	4	4	3	5	4	1	2	3	3	5	5	1	5	4	4	4	4	3	3	4	2	5	4	3	5	3	3	3	4	3	3	4	4	5	3	4	1	4	4	4	4	1	3	3	4	5	5	5
"335"	3	3	2	5	3	2	4	5	1	5	3	2	2	3	5	4	4	1	5	2	3	5	3	5	2	2	3	2	4	4	4	2	4	2	4	2	3	2	4	4	4	2	4	4	5	3	4	4	3	2	4	4	4	3
"336"	4	3	4	3	4	2	4	4	4	5	4	3	2	3	3	4	3	4	5	4	4	5	5	4	4	4	4	5	4	3	3	4	2	5	2	5	3	2	1	4	2	5	2	5	2	3	1	5	4	3	2	5	2	3
"337"	3	3	4	5	3	2	5	4	1	3	3	1	3	4	1	2	4	1	2	3	1	1	5	2	5	4	2	4	3	1	3	2	3	3	4	1	3	3	2	3	2	2	5	3	2	4	3	2	3	2	5	4	4	4
"338"	3	3	1	1	5	3	5	5	1	5	5	2	5	2	1	1	3	1	1	1	5	5	5	2	5	5	4	5	4	2	5	1	1	5	5	3	5	1	3	5	5	5	5	1	1	5	4	5	5	1	5	5	1	1
"339"	4	2	3	2	3	4	3	3	5	4	4	3	4	3	1	4	4	2	4	2	4	4	3	4	5	5	4	5	3	2	3	1	4	4	5	3	4	3	5	5	5	5	5	3	5	3	4	2	2	1	5	4	3	2
"340"	4	4	5	5	5	3	5	5	3	3	5	2	4	2	3	4	4	2	4	4	2	4	5	3	3	4	2	4	3	2	4	1	5	3	2	3	4	2	3	3	4	5	2	3	1	4	5	4	3	3	1	5	4	4
"341"	3	2	5	4	4	3	2	2	4	3	4	3	3	2	5	5	3	3	5	1	3	5	3	2	5	3	4	5	3	3	4	2	5	5	4	5	3	4	5	5	5	5	3	5	5	4	4	1	3	3	3	4	3	3
"342"	5	1	1	1	2	1	3	2	5	1	2	3	5	5	1	5	5	5	1	4	1	5	5	5	5	4	5	1	3	1	3	1	5	1	5	3	5	1	4	1	5	5	5	5	1	1	2	3	2	1	5	5	2	2
"343"	2	2	1	3	5	1	4	3	3	5	3	2	2	3	1	4	2	2	4	2	3	5	3	2	5	3	3	3	3	1	4	2	4	3	5	3	4	3	3	5	4	4	5	4	3	4	4	3	3	1	3	3	4	3
"344"	3	3	3	3	3	3	4	4	2	5	4	2	1	3	4	2	4	2	5	2	3	5	5	3	2	4	2	1	3	2	5	3	4	3	4	3	4	4	4	3	3	3	5	3	5	4	5	5	3	5	5	4	4	2
"345"	3	5	5	4	3	4	4	4	4	4	1	1	2	4	5	3	3	1	3	1	3	1	4	2	2	3	2	5	3	1	2	3	3	3	3	3	4	2	4	4	5	3	4	4	5	4	4	2	3	3	2	4	4	3
"346"	1	2	1	3	3	3	4	4	2	4	3	2	1	2	4	5	4	3	4	1	2	5	5	3	3	4	3	2	3	2	4	2	4	3	4	3	3	4	3	5	2	4	3	3	4	4	4	4	4	3	3	4	3	2
"347"	3	3	1	1	2	1	3	3	5	3	4	2	5	2	1	2	5	1	4	1	2	4	2	2	5	1	4	4	4	2	3	3	2	2	3	3	3	4	4	4	3	3	2	3	3	3	3	5	3	1	5	3	3	1
"348"	3	1	4	5	5	1	3	3	5	5	3	2	5	5	1	5	3	5	3	4	1	1	3	4	5	5	5	1	5	1	3	1	3	5	4	3	2	3	3	5	5	5	5	3	3	3	4	1	3	1	5	5	3	1
"349"	4	3	3	3	3	1	4	4	2	5	5	4	3	5	4	4	5	1	5	1	4	2	4	3	2	2	3	3	5	1	4	3	4	4	5	2	2	2	3	3	3	4	4	1	1	5	5	2	4	2	3	5	3	3
"350"	3	1	2	2	5	1	4	3	3	5	5	2	3	2	1	2	5	4	3	2	3	5	3	2	5	5	5	3	3	2	3	3	5	2	4	5	5	3	4	5	3	5	3	3	4	4	5	5	4	3	5	4	4	5
"351"	3	1	2	2	3	3	3	3	3	5	3	1	2	3	3	3	3	2	3	4	3	4	4	2	5	3	4	3	4	2	3	3	4	3	3	2	2	4	3	3	2	2	5	5	2	4	3	2	3	1	5	2	3	1
"352"	4	5	4	4	3	2	5	5	2	3	4	1	2	3	1	4	3	1	2	2	4	5	5	3	3	3	2	5	3	3	3	3	5	2	3	4	3	1	5	3	3	4	5	3	4	4	5	3	3	3	4	4	4	4
"353"	3	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4
"354"	4	3	4	4	3	3	3	4	2	4	4	2	2	4	5	5	4	2	4	2	3	5	3	4	3	3	5	5	3	3	3	3	3	3	4	4	2	3	4	1	3	4	4	5	4	3	3	3	3	3	5	2	4	3
"355"	4	4	5	4	4	2	5	4	3	5	2	1	1	4	1	3	4	1	5	1	5	5	5	1	4	4	2	5	4	3	4	3	4	2	5	4	3	2	5	5	3	4	4	5	4	4	4	1	3	3	2	5	5	3
"356"	3	5	3	3	4	4	4	4	4	5	3	3	5	5	5	3	5	3	3	2	2	1	4	3	4	3	4	4	4	3	5	3	4	4	2	3	4	2	4	1	4	3	5	4	2	4	2	5	3	2	5	2	5	3
