"id"	"Music"	"Slow.songs.or.fast.songs"	"Dance"	"Folk"	"Country"	"Classical.music"	"Musical"	"Pop"	"Rock"	"Metal.or.Hardrock"	"Punk"	"Hiphop..Rap"	"Reggae..Ska"	"Swing..Jazz"	"Rock.n.roll"	"Alternative"	"Latino"	"Techno..Trance"	"Opera"	"Movies"	"Horror"	"Thriller"	"Comedy"	"Romantic"	"Sci.fi"	"War"	"Fantasy.Fairy.tales"	"Animated"	"Documentary"	"Western"	"Action"
"413"	5	5	3	1	1	1	1	3	5	5	1	1	1	1	1	1	1	5	1	2	1	1	5	3	1	1	1	3	1	1	3
"414"	5	3	4	3	1	2	2	4	4	4	4	2	2	2	4	2	2	3	2	5	3	3	4	2	3	5	3	3	4	2	5
"415"	5	3	4	3	2	5	3	5	3	2	1	3	2	3	4	4	2	2	2	5	4	3	4	4	3	2	4	4	4	1	2
"416"	5	3	3	1	1	1	1	5	5	1	2	4	2	1	5	3	3	3	1	5	5	5	5	4	1	3	5	5	4	1	1
"417"	4	2	5	1	1	4	2	4	3	2	2	3	2	2	2	1	3	4	1	5	3	3	4	5	2	3	3	4	2	1	1
"418"	5	5	1	2	1	2	2	1	2	4	5	1	5	1	4	4	1	1	2	5	5	5	3	1	3	4	1	1	3	2	4
"419"	5	1	4	4	2	2	3	5	1	1	1	1	2	1	2	2	4	1	2	5	1	5	5	4	3	1	3	3	3	1	2
"420"	5	3	5	2	5	5	5	5	5	1	1	3	3	4	5	5	3	3	5	3	1	2	2	2	2	5	4	1	5	2	4
"421"	5	4	1	1	1	3	1	2	5	3	5	1	3	2	1	1	1	1	3	5	1	3	5	1	2	3	5	5	5	1	4
"422"	5	2	2	3	2	5	5	5	4	1	1	2	2	5	3	2	3	2	3	5	1	2	5	5	5	5	5	5	5	2	5
"423"	5	5	4	1	1	1	4	5	1	1	1	4	2	1	1	1	5	5	3	5	5	5	5	5	5	5	5	5	5	3	5
"424"	5	2	3	2	1	3	3	5	4	3	3	1	3	3	3	3	3	2	3	4	4	5	4	1	1	1	4	5	4	1	1
"425"	5	5	5	3	3	2	2	3	4	1	1	5	3	4	1	1	2	5	1	5	1	2	5	5	2	5	5	5	4	3	2
"426"	5	3	3	1	1	2	3	4	5	3	5	3	4	3	4	5	1	2	3	5	4	5	5	5	5	5	5	5	5	1	5
"427"	5	2	1	1	1	1	1	2	5	4	1	1	3	4	4	4	2	1	1	4	1	4	4	2	3	3	4	4	4	1	1
"428"	5	3	3	3	1	5	1	2	3	1	2	2	3	5	3	5	3	2	4	5	2	4	4	3	4	2	5	5	5	1	3
"429"	5	3	5	3	2	4	5	5	3	2	4	3	2	2	2	1	2	3	3	5	1	3	4	5	3	1	5	5	3	1	3
"430"	5	4	2	1	2	3	2	2	5	4	4	2	1	2	3	3	1	1	2	5	4	5	4	3	2	2	5	4	4	2	2
"431"	5	5	3	3	3	4	2	4	4	2	2	2	4	3	3	3	4	3	2	5	1	3	5	4	4	3	4	5	5	2	3
"432"	4	3	4	1	3	2	3	2	2	1	1	3	3	3	2	2	4	5	4	5	4	4	5	3	3	2	4	5	4	3	5
"433"	5	3	2	2	2	3	1	1	5	4	3	3	3	3	4	5	3	1	1	4	5	4	4	2	3	3	2	3	4	4	2
"434"	5	3	4	4	4	2	4	5	4	3	4	2	2	2	3	5	3	2	2	5	3	5	4	3	3	2	2	2	5	1	2
"435"	5	4	4	1	2	2	3	5	3	1	1	4	3	3	2	1	5	4	1	5	1	3	4	1	4	3	2	3	5	4	5
"436"	5	3	1	1	1	1	2	3	5	5	3	2	1	1	5	3	1	1	1	4	2	2	4	3	2	2	3	4	2	1	2
"437"	4	3	2	2	2	2	1	4	4	2	2	2	3	2	3	2	4	3	2	4	3	3	5	4	4	3	4	4	2	2	4
"438"	5	3	2	1	1	1	2	3	3	1	2	3	1	1	3	1	1	4	1	5	3	3	4	4	2	3	1	1	3	1	3
"439"	5	3	1	1	1	2	3	4	5	4	4	4	3	1	2	1	2	1	2	5	1	2	4	5	2	2	5	5	4	1	2
"440"	5	5	5	2	2	1	1	4	2	1	1	4	2	2	3	3	2	4	1	5	3	5	5	3	3	4	2	2	3	2	5
"441"	5	3	4	1	2	4	3	4	4	1	1	3	3	3	4	3	3	4	1	5	3	3	5	4	2	3	3	2	3	2	2
"442"	5	1	3	2	1	2	2	5	4	1	3	1	1	1	1	1	5	1	1	5	1	2	5	5	2	1	5	5	4	1	3
"443"	5	3	4	2	4	3	3	5	4	1	4	3	4	4	4	2	2	2	1	5	5	4	5	4	3	3	5	5	4	3	3
"444"	4	3	2	2	2	4	3	3	3	1	2	3	3	3	3	2	3	3	3	4	3	4	4	2	5	4	3	3	2	1	4
"445"	5	4	3	2	4	2	2	2	3	4	4	2	5	4	5	5	2	4	2	5	3	3	4	2	3	3	2	3	3	2	2
"446"	5	3	4	2	2	2	3	5	3	1	1	4	2	3	2	2	5	1	1	5	1	2	5	5	3	1	5	5	3	1	3
"447"	4	3	4	1	2	2	1	3	3	1	1	4	2	1	2	1	1	4	1	5	4	3	5	1	3	3	1	2	3	1	4
"448"	3	2	1	3	3	3	4	1	1	1	1	1	1	1	1	1	1	1	2	4	2	2	4	4	1	1	3	3	5	1	1
"449"	5	3	4	2	2	2	2	4	4	1	1	4	1	2	4	3	2	3	2	5	3	4	5	4	3	3	4	4	3	2	2
"450"	5	3	3	3	1	2	5	3	4	2	2	2	3	3	5	2	5	1	1	5	5	5	5	4	2	1	5	5	4	1	2
"451"	5	4	4	3	1	5	3	5	3	1	1	2	2	1	1	1	3	1	4	5	4	5	5	3	5	3	5	5	5	1	5
"452"	5	3	3	2	2	3	1	4	4	1	1	3	2	3	2	2	3	3	1	4	2	4	4	4	2	4	3	3	5	3	4
"453"	5	3	4	1	1	1	1	5	3	3	3	3	3	2	4	3	1	3	1	5	3	5	5	5	1	1	5	2	3	1	1
"454"	5	4	2	2	1	1	5	3	4	2	2	2	3	3	5	2	5	1	1	5	5	5	5	4	2	1	5	5	4	1	2
"455"	4	4	2	1	1	2	3	4	5	3	4	3	5	4	4	4	2	1	1	5	5	5	5	4	2	2	5	5	4	1	3
"456"	5	3	4	2	1	2	3	5	5	2	5	3	3	2	3	2	2	4	2	5	1	3	5	5	1	1	5	4	3	1	5
"457"	5	5	3	1	1	1	1	3	2	1	4	5	5	1	2	3	1	1	1	5	3	3	5	1	2	2	1	1	4	2	5
"458"	5	4	4	2	1	2	1	4	5	2	3	2	2	2	3	3	2	4	1	5	2	4	5	3	5	5	2	3	4	2	5
"459"	5	3	5	5	5	5	5	5	1	1	1	5	1	1	5	5	5	5	5	1	1	1	5	5	5	1	5	1	5	1	1
"460"	4	2	2	2	3	3	3	2	3	2	3	1	4	3	3	5	2	3	3	5	1	2	5	4	1	2	5	5	4	2	1
"461"	5	4	3	1	1	1	1	2	4	2	4	5	5	1	1	3	1	1	1	5	5	5	5	2	2	3	3	3	5	3	5
"462"	5	3	2	4	3	3	3	3	3	1	1	1	3	3	3	3	4	2	4	4	2	3	5	3	2	3	3	3	4	3	3
"463"	4	3	3	1	2	3	1	3	5	1	4	3	3	3	3	4	2	3	1	4	2	3	5	4	3	4	5	5	5	1	2
"464"	5	3	3	1	1	3	3	5	3	1	1	3	3	1	1	5	5	1	1	5	1	1	4	5	1	1	4	5	2	1	2
"465"	5	4	4	3	3	3	2	3	4	1	4	2	3	2	4	2	5	3	2	3	1	4	4	5	1	3	3	3	2	2	1
"466"	5	3	3	2	2	3	4	3	1	1	2	2	4	4	2	3	5	2	2	5	2	3	5	3	3	4	3	3	4	4	4
"467"	5	3	3	1	3	3	3	4	3	1	1	4	1	3	3	1	3	5	1	5	3	3	3	3	3	3	3	3	3	3	3
"468"	4	2	4	3	2	3	2	3	2	2	1	4	2	1	2	2	2	2	1	5	2	2	5	4	2	1	3	3	2	1	4
"469"	5	3	3	2	4	4	2	4	5	2	2	5	4	4	5	2	2	2	2	3	4	3	4	3	3	3	3	3	3	4	4
"470"	5	5	5	1	1	1	1	4	3	1	3	4	4	2	5	4	1	4	1	5	5	5	5	3	4	3	5	5	3	3	5
"471"	4	3	4	3	1	2	3	5	2	1	1	3	3	2	3	1	3	1	3	4	5	5	5	5	2	1	3	3	2	1	3
"472"	5	3	4	2	2	2	2	3	5	4	5	2	5	3	4	5	2	2	1	5	2	4	5	3	5	4	4	5	4	3	5
"473"	3	3	2	2	4	3	2	4	3	1	2	1	1	1	2	1	1	1	2	3	5	4	5	2	2	2	1	1	4	2	1
"474"	5	2	1	1	1	1	1	2	4	4	3	1	1	1	1	4	1	1	1	5	1	2	4	3	1	1	4	3	5	1	2
"475"	5	3	5	1	1	3	1	5	3	1	1	5	2	1	1	3	1	5	1	5	3	3	5	3	3	1	2	2	5	1	4
"476"	5	3	3	2	5	4	5	3	5	4	4	3	4	3	5	3	4	1	2	4	4	3	5	5	2	3	5	5	3	1	2
"477"	5	3	2	1	1	4	3	4	5	4	3	3	3	5	5	5	5	1	2	5	1	2	5	4	1	1	3	3	4	1	3
"478"	5	3	2	1	1	2	4	2	5	3	3	1	2	3	5	5	2	1	1	5	4	4	4	3	4	2	3	3	3	3	4
"479"	5	4	5	2	3	2	3	4	4	2	2	2	2	2	4	4	2	3	2	5	4	4	3	1	4	4	1	2	2	2	5
"480"	5	3	3	2	2	3	3	3	4	3	4	3	3	4	4	3	4	2	2	5	4	4	5	3	3	2	4	4	3	2	5
"481"	5	4	5	3	5	3	4	5	4	2	3	4	3	4	5	4	5	4	4	5	2	4	5	5	5	2	5	5	5	3	4
"482"	5	4	4	4	1	5	1	1	2	4	1	1	1	4	4	4	1	5	4	5	1	4	3	2	4	4	3	2	5	5	2
"483"	3	4	2	1	3	1	1	3	4	2	4	4	4	3	1	1	1	1	1	5	1	4	5	4	4	2	2	3	3	1	4
"484"	5	4	3	2	1	5	3	4	5	3	5	3	2	4	3	1	5	1	1	5	1	3	5	5	2	1	5	5	3	1	2
"485"	5	3	3	1	2	2	2	4	4	3	3	3	3	3	2	2	2	2	2	5	2	4	4	3	4	3	4	4	2	1	4
"486"	5	3	4	2	1	2	1	4	5	1	1	1	3	5	4	4	4	1	1	5	2	4	5	3	3	3	1	5	3	1	4
"487"	3	3	4	2	2	2	1	4	2	1	1	3	2	3	3	3	3	2	1	5	2	5	5	4	3	3	4	2	4	2	1
"488"	5	5	5	2	1	1	1	1	1	2	2	3	3	3	3	3	1	1	1	5	5	1	5	5	5	1	5	2	3	1	5
"489"	5	3	2	4	3	5	4	3	5	3	2	3	3	5	5	4	3	1	4	5	4	4	4	2	4	4	3	3	4	4	4
"490"	5	5	2	2	2	1	1	2	5	1	5	3	5	2	5	5	1	1	1	5	3	5	5	2	1	5	5	5	4	1	1
"491"	4	3	3	2	2	2	3	3	2	1	1	5	1	1	2	1	5	4	2	1	2	2	5	5	1	1	5	4	1	1	1
"492"	5	3	3	2	2	2	2	4	4	2	3	3	2	2	3	1	5	1	2	5	4	4	5	4	4	2	4	4	4	1	4
"493"	5	5	3	3	1	4	4	2	5	2	2	1	2	3	4	5	3	2	2	5	1	2	3	5	2	5	5	5	5	2	4
"494"	5	3	4	1	2	2	1	5	3	1	1	5	2	2	3	3	4	2	1	5	3	5	4	2	3	4	2	3	3	2	5
"495"	5	3	2	2	1	2	4	2	5	2	2	1	4	5	4	5	2	1	2	5	2	3	5	5	3	3	3	4	3	1	1
"496"	5	3	2	1	2	2	2	3	5	2	4	2	2	1	5	5	2	2	1	5	1	5	4	3	3	2	3	3	2	1	4
"497"	3	2	3	2	4	5	4	3	3	1	1	2	2	2	4	3	4	2	4	4	3	4	4	4	2	2	5	4	4	2	2
"498"	5	4	3	3	3	4	4	5	5	2	3	1	3	5	5	1	4	1	5	3	1	1	5	3	3	3	1	1	5	2	2
"499"	5	3	3	2	1	3	2	2	4	1	1	1	3	2	3	5	3	1	1	5	1	1	4	3	2	4	5	5	4	2	3
"500"	5	4	2	4	2	3	2	4	4	2	4	1	3	1	3	3	1	3	2	5	2	4	5	2	4	5	4	4	4	5	3
"501"	5	3	3	5	2	4	2	2	4	2	1	1	2	2	4	5	4	4	4	5	3	3	5	5	5	5	5	5	4	1	3
"502"	5	3	4	5	3	4	2	4	4	2	2	2	2	4	4	2	5	2	2	4	4	5	3	5	1	5	2	2	4	1	1
"503"	5	4	4	3	2	4	2	2	5	3	4	3	3	4	5	3	1	3	3	5	3	5	4	2	5	5	5	5	3	5	5
"504"	5	3	2	2	1	5	5	4	4	1	1	1	1	1	2	1	4	5	4	5	2	1	5	5	5	3	5	5	5	4	2
"505"	5	3	5	1	1	2	2	5	1	1	1	5	2	1	2	2	2	1	1	5	5	4	5	3	4	5	4	2	3	1	2
"506"	5	4	3	4	2	2	2	3	5	3	4	3	3	2	4	4	2	1	1	5	2	4	5	3	4	3	3	4	4	5	5
"507"	5	4	2	1	1	1	1	2	2	3	3	5	1	1	1	2	1	2	1	5	1	5	5	2	3	3	2	2	3	2	4
"508"	5	4	3	4	3	3	4	2	2	1	1	2	5	4	4	4	4	1	2	4	2	3	3	2	4	1	5	1	5	3	2
"509"	5	3	1	3	5	4	1	3	5	2	2	1	3	3	5	5	1	1	1	5	2	4	4	2	3	3	4	4	4	4	5
"510"	4	5	4	5	2	3	4	4	1	1	1	4	3	3	1	3	3	4	1	4	3	2	5	4	3	1	5	5	4	3	5
"511"	5	3	5	3	3	4	4	4	4	3	2	4	4	4	3	3	3	2	4	4	2	3	4	4	4	4	4	3	4	4	4
"512"	5	3	3	1	2	3	2	3	3	1	1	4	4	4	3	3	2	1	1	5	3	3	5	4	4	2	4	4	3	3	4
"513"	5	1	2	4	1	2	1	1	1	1	1	1	1	2	1	3	3	4	2	4	1	2	5	5	5	1	3	1	1	1	3
"514"	5	4	3	1	1	2	3	3	4	5	5	3	2	1	3	3	3	3	1	4	3	5	5	3	3	3	4	4	3	2	4
"515"	5	3	1	5	5	2	2	3	5	1	1	1	2	1	5	3	2	1	2	5	3	4	5	3	3	5	5	5	5	4	4
"516"	5	4	4	3	3	3	4	4	5	5	3	1	2	3	3	4	2	1	2	5	5	4	5	1	4	4	1	4	3	5	5
"517"	5	5	5	3	1	2	3	5	4	4	3	5	3	2	3	3	2	4	3	5	5	5	5	1	5	5	5	5	3	3	5
"518"	5	3	3	1	1	4	4	4	4	3	3	4	3	1	1	3	4	4	4	5	4	5	3	2	1	1	4	5	4	2	3
"519"	5	4	4	2	2	3	2	5	4	1	2	4	3	3	2	2	5	4	4	4	1	2	5	3	3	2	5	5	5	1	4
"520"	5	4	4	3	1	2	1	1	2	2	1	4	4	2	2	2	2	4	1	4	3	3	4	2	3	5	2	2	4	2	4
"521"	5	3	3	1	2	2	2	4	2	1	1	4	4	2	2	2	4	2	1	5	2	3	5	5	3	2	3	3	4	2	3
"522"	5	3	5	5	1	5	4	5	3	2	2	3	3	4	4	2	5	3	3	5	3	5	5	4	1	1	5	5	4	1	1
"523"	5	3	4	2	2	3	3	4	3	1	2	3	3	3	3	3	4	4	3	5	1	2	5	4	3	3	4	4	3	2	4
"524"	5	3	5	2	1	2	1	1	3	1	1	2	3	3	4	2	2	3	1	5	4	4	5	5	2	5	1	5	4	3	4
"525"	5	3	2	1	2	4	2	2	5	5	5	2	5	3	3	5	2	1	3	5	3	4	3	3	3	3	4	5	4	1	1
"526"	3	4	3	3	3	3	3	3	5	1	3	3	3	3	3	3	3	1	3	4	3	4	5	3	2	2	2	3	3	2	2
"527"	5	4	3	1	1	2	2	4	4	4	4	5	5	3	4	3	3	1	1	5	5	4	5	3	4	4	5	5	3	2	5
"528"	4	5	3	1	3	2	3	4	4	1	2	2	4	4	4	4	4	2	1	4	5	4	3	2	4	4	1	1	4	4	5
"529"	5	4	3	1	1	5	3	5	5	1	2	5	1	3	5	1	1	3	2	5	2	5	5	2	5	3	4	4	5	1	5
"530"	5	2	1	2	2	2	1	3	5	3	2	1	1	2	3	4	3	1	2	4	1	2	3	2	2	3	4	4	4	2	2
"531"	5	3	3	5	2	3	3	5	2	1	1	1	1	1	1	4	3	1	1	4	1	1	5	3	3	1	3	1	5	1	5
"532"	5	4	2	5	4	5	2	2	5	4	3	1	2	3	5	5	2	1	1	5	2	1	4	4	3	4	5	5	5	2	3
"533"	5	3	4	2	1	3	3	4	4	2	1	2	4	5	3	3	4	4	2	5	4	3	5	4	2	2	5	5	5	1	3
"534"	5	3	3	1	2	2	2	3	5	2	3	2	2	3	5	5	3	3	2	5	3	3	4	3	3	3	3	3	3	1	3
"535"	5	3	3	3	1	3	3	4	3	1	1	4	4	4	3	3	4	2	2	5	1	4	5	5	5	1	5	5	5	5	5
"536"	5	1	3	3	4	4	4	5	5	3	4	4	3	4	5	1	4	4	1	5	4	4	5	5	5	5	5	5	3	2	5
"537"	5	5	2	1	1	1	2	4	2	2	1	5	3	1	1	1	3	5	1	5	5	5	5	3	1	3	3	3	2	1	5
"538"	5	3	3	2	1	4	3	3	4	1	3	3	3	1	3	5	1	2	3	5	2	4	3	4	1	4	2	4	4	2	3
"539"	5	3	3	2	1	3	3	4	4	4	4	4	2	1	3	3	3	3	2	5	3	4	5	4	4	3	5	5	2	1	4
"540"	5	3	3	2	2	5	1	4	5	4	1	1	1	1	3	4	1	1	4	5	2	5	2	1	5	5	2	1	5	4	3
"541"	5	3	3	5	1	5	5	5	5	1	2	4	4	2	5	3	3	3	5	5	3	5	4	4	5	5	5	5	5	1	5
"542"	5	4	3	2	2	2	3	3	2	2	2	4	3	2	2	2	3	1	1	5	3	3	5	5	3	2	5	5	3	2	4
"543"	5	3	5	2	1	2	2	4	4	3	5	5	5	4	3	5	4	2	2	5	3	3	4	4	4	4	4	4	4	3	4
"544"	5	4	4	1	1	4	2	4	4	4	3	3	2	5	4	4	4	4	2	5	1	1	5	3	3	3	4	4	4	2	4
"545"	5	4	2	3	1	4	5	2	5	4	3	2	2	2	4	5	3	1	3	5	1	4	1	2	4	4	4	4	4	1	3
"546"	5	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	1	3	1	5	5	5	5	3	5	5	5	5	4	5	5
"547"	5	3	3	2	2	5	5	4	5	3	3	2	5	5	5	4	5	1	5	5	5	5	5	3	5	5	3	5	3	2	4
"548"	5	4	1	4	2	5	3	1	4	5	2	2	2	1	4	3	1	1	5	5	3	5	5	2	2	4	4	4	5	3	4
"549"	4	3	1	3	3	3	1	2	5	1	2	1	2	1	4	4	1	1	1	4	1	1	4	4	2	3	3	3	3	2	4
"550"	5	4	5	1	2	2	3	5	3	1	1	5	3	3	1	2	4	4	2	4	2	2	5	2	1	3	5	5	4	1	4
"551"	5	3	2	5	4	3	3	3	5	2	2	1	3	3	5	4	2	1	2	5	1	3	4	3	5	3	5	5	4	2	4
"552"	5	4	3	3	3	2	2	4	2	1	1	1	1	1	1	1	2	1	2	3	1	2	5	4	3	4	5	5	4	1	4
"553"	5	3	2	3	1	3	3	2	4	2	1	1	4	5	3	5	5	2	2	5	2	4	5	5	1	5	4	4	4	1	2
"554"	3	3	4	4	2	2	2	3	2	1	1	3	1	1	1	3	2	3	2	4	2	2	5	5	3	2	4	3	2	3	4
"555"	4	3	3	4	2	3	4	3	3	2	2	3	1	2	3	2	3	3	1	4	1	2	4	4	2	3	3	2	4	2	4
"556"	5	5	5	3	1	1	2	5	1	1	2	4	5	3	1	2	4	2	1	4	2	4	5	5	1	2	4	2	4	2	5
"557"	5	3	3	1	1	3	3	4	1	1	1	4	1	1	3	1	1	2	1	5	3	2	4	4	2	2	3	1	2	1	2
"558"	5	3	2	3	3	2	3	4	4	2	2	2	4	4	4	3	3	1	2	5	3	4	5	5	5	2	3	3	4	3	5
"559"	5	2	3	1	2	2	4	4	2	1	1	1	2	2	3	2	5	2	2	3	1	2	5	4	2	2	5	5	3	1	2
"560"	5	3	5	2	2	1	2	2	4	2	1	5	3	1	2	1	1	1	1	5	4	5	5	5	2	1	3	3	1	1	2
"561"	5	5	4	3	3	4	3	4	3	4	4	4	4	3	4	3	4	2	3	3	1	2	5	5	4	3	5	5	5	4	5
"562"	5	3	4	3	3	4	2	4	4	1	3	5	3	4	4	2	4	4	3	4	3	4	5	2	5	5	4	4	4	3	4
"563"	5	5	5	3	2	2	2	4	3	3	3	5	1	2	2	2	3	1	1	5	4	4	5	3	3	4	2	2	3	3	4
"564"	5	4	4	1	3	3	1	4	5	2	3	5	3	1	3	3	1	2	1	5	4	4	5	3	3	5	4	3	3	3	5
"565"	5	5	5	1	1	1	1	1	5	1	5	3	3	1	2	1	1	2	1	5	1	5	5	3	5	5	5	5	5	1	5
"566"	5	3	5	2	2	2	3	4	2	1	2	2	2	2	2	2	2	3	3	5	3	5	5	5	5	3	5	5	3	2	5
"567"	5	3	3	2	2	2	3	2	2	1	1	4	3	1	2	1	3	2	1	5	1	2	5	5	2	4	3	3	2	3	5
"568"	5	4	4	2	2	1	1	3	3	2	2	3	4	2	3	2	2	2	1	4	4	3	5	3	2	3	3	3	4	1	4
"569"	5	4	5	2	1	2	1	5	3	1	1	3	1	1	1	3	3	3	1	5	2	3	5	5	1	1	2	4	5	1	3
"570"	5	3	4	4	2	3	2	3	3	2	2	2	3	1	2	3	3	2	1	5	2	2	5	5	4	3	4	4	4	2	3
"571"	5	3	3	1	1	2	1	3	3	1	2	2	1	1	3	2	2	1	1	5	4	2	5	3	1	5	3	3	3	1	5
"572"	3	5	4	2	1	2	3	4	1	3	2	5	3	2	1	1	3	4	1	4	5	2	3	4	5	2	1	1	1	1	5
"573"	5	3	3	1	1	4	3	3	3	3	1	2	2	1	2	1	1	1	2	4	1	3	5	4	1	1	3	2	3	1	3
"574"	4	3	3	1	1	1	1	2	4	3	3	3	1	1	3	4	1	4	1	5	1	3	5	3	3	4	3	3	5	1	4
"575"	5	5	5	3	1	1	3	3	3	1	1	3	2	1	1	2	2	5	1	5	1	3	5	5	1	1	5	5	3	1	3
"576"	5	4	3	4	3	4	4	2	4	2	3	2	2	3	3	4	5	2	2	4	2	2	5	3	3	3	5	4	4	3	2
"577"	5	3	3	2	4	3	5	3	3	1	2	5	5	2	2	2	2	3	2	5	3	5	5	5	5	5	4	5	5	5	5
"578"	5	4	4	2	1	2	5	3	3	1	1	1	1	1	1	1	2	2	1	5	4	4	4	5	4	2	2	3	2	1	2
"579"	5	3	3	2	3	2	4	5	2	1	1	4	3	2	4	3	4	1	2	5	3	3	5	5	5	2	5	5	2	2	5
"580"	5	3	4	3	2	5	2	5	5	4	3	3	2	5	5	3	2	5	1	5	3	5	5	3	5	2	4	5	4	1	5
"581"	5	3	1	1	1	1	1	1	1	1	1	5	3	2	2	2	1	3	1	5	2	3	5	1	5	3	5	5	4	1	4
"582"	5	4	2	2	1	1	4	3	4	3	4	4	5	3	2	5	2	5	1	4	2	4	5	2	1	1	4	4	3	1	4
"583"	3	3	4	3	1	3	3	2	3	2	1	4	4	4	3	3	3	4	2	5	4	3	3	2	4	4	3	2	4	2	4
"584"	5	4	2	1	1	3	4	5	4	1	1	5	3	4	4	2	3	1	1	5	4	5	5	3	5	2	2	2	3	1	5
"585"	5	3	4	3	3	2	2	5	3	1	1	2	3	3	3	1	4	4	2	4	1	4	5	5	3	3	5	5	4	1	4
"586"	5	3	3	3	3	3	2	3	4	3	1	3	2	4	4	3	4	4	2	4	1	4	5	5	4	5	4	4	3	1	5
"587"	5	5	5	3	4	4	3	2	3	4	2	1	3	2	1	5	3	5	1	5	1	5	2	3	5	4	5	5	5	2	4
"588"	5	3	2	1	1	1	1	2	4	4	5	3	4	1	3	2	1	2	1	4	5	3	3	3	4	5	2	2	2	3	4
"589"	5	3	4	1	1	2	5	2	1	1	1	4	1	1	2	1	5	1	2	5	3	3	5	5	2	2	5	5	3	1	3
"590"	5	4	1	1	1	3	4	1	5	5	5	1	2	1	5	3	2	2	2	5	3	4	5	4	3	5	5	4	5	1	3
"591"	5	3	3	2	3	3	4	3	5	4	3	1	4	4	5	3	4	1	2	5	4	4	4	2	5	4	4	2	3	2	4
"592"	4	3	3	3	2	1	5	4	1	1	1	4	2	4	2	2	5	1	2	3	1	1	5	2	4	2	3	4	5	2	4
"593"	5	3	3	3	1	3	3	4	1	1	1	4	2	2	2	2	5	4	1	4	1	4	5	5	3	3	5	1	3	1	1
"594"	5	3	2	3	1	4	3	2	5	3	2	2	4	3	3	4	4	1	2	4	4	4	5	3	1	3	4	3	4	1	2
"595"	5	3	2	3	1	5	1	3	4	1	4	2	2	4	1	5	1	1	3	4	2	3	2	3	3	3	3	3	4	1	2
"596"	5	5	1	1	1	1	3	1	4	4	5	1	4	1	2	1	1	1	1	5	5	3	5	1	4	5	3	4	2	1	3
"597"	5	3	4	1	1	2	1	4	3	1	1	4	4	2	2	2	2	5	1	3	4	4	4	4	4	3	4	4	4	2	4
"598"	5	4	4	2	2	2	2	5	5	2	3	4	2	2	4	3	3	3	2	5	4	4	5	3	3	3	4	5	2	2	5
"599"	4	3	4	2	3	2	1	3	4	2	4	4	3	3	3	2	5	3	2	5	3	4	5	4	3	1	5	4	2	3	4
"600"	5	4	5	3	4	2	2	5	4	3	3	4	4	2	4	4	2	3	1	5	4	5	5	3	4	5	5	5	5	3	5
"601"	5	3	2	1	1	5	3	4	4	4	3	5	5	2	2	4	1	4	1	5	1	1	4	4	1	4	5	5	4	2	2
"602"	5	3	1	4	3	4	3	2	4	1	2	1	1	4	5	5	4	1	2	5	1	2	3	4	1	2	5	4	3	1	2
"603"	4	4	4	2	3	2	2	5	4	4	2	3	1	4	4	3	3	3	1	5	5	4	5	3	5	4	3	4	3	2	4
"604"	5	4	3	2	2	3	4	4	4	2	2	5	3	4	2	4	4	4	2	5	2	2	5	4	2	2	4	4	4	2	3
"605"	5	3	3	2	2	1	3	4	4	1	5	4	4	2	2	5	2	1	1	5	5	5	5	5	4	1	5	5	4	2	4
"606"	5	3	1	5	5	2	3	3	5	3	4	1	3	3	4	1	1	1	2	5	1	4	5	3	3	1	5	5	5	5	5
"607"	4	3	3	2	1	2	2	5	4	1	2	2	1	2	3	2	2	1	2	5	3	4	5	2	4	3	4	4	5	1	4
"608"	3	3	3	1	3	3	3	4	3	3	3	1	3	3	4	1	4	1	2	4	1	5	5	3	1	2	3	4	4	1	5
"609"	3	4	2	4	2	4	2	5	1	2	4	4	4	4	4	4	4	1	5	5	5	5	5	5	5	5	5	5	5	5	5
"610"	4	3	3	2	2	5	2	3	3	2	2	5	2	3	2	3	2	4	3	3	1	2	5	4	3	5	4	4	5	5	5
"611"	5	4	3	2	2	3	2	4	5	4	2	2	2	4	5	4	2	3	2	4	3	3	5	4	5	3	3	4	4	3	4
"612"	5	3	3	2	1	1	1	5	3	1	1	3	2	1	2	1	1	3	1	5	4	4	5	4	4	3	4	4	2	1	3
"613"	5	3	5	1	1	3	2	3	4	3	3	4	4	3	2	3	5	5	3	3	4	4	4	4	3	5	5	5	5	5	5
"614"	5	2	3	2	2	2	1	3	4	3	1	5	2	4	3	4	4	3	1	5	4	2	4	3	2	3	4	5	2	1	3
"615"	5	3	4	1	1	3	2	4	4	1	1	1	4	5	3	1	2	5	1	5	1	3	5	5	4	1	5	5	4	1	4
"616"	5	3	3	3	1	5	4	4	5	2	3	2	2	5	3	5	3	3	2	5	2	3	3	3	5	2	4	3	4	2	4
"617"	3	3	4	1	5	4	1	3	5	3	2	1	4	3	5	1	4	4	1	5	5	5	5	1	4	5	4	4	5	2	5
"618"	5	3	3	2	4	5	5	3	4	1	1	1	2	2	1	1	5	1	5	4	2	2	4	4	2	4	2	2	4	1	1
"619"	5	5	5	4	2	5	5	5	5	1	1	5	5	5	1	3	5	1	5	5	5	5	5	3	5	1	3	5	5	1	5
"620"	5	1	3	3	1	5	4	3	3	2	2	3	2	3	3	2	3	2	5	5	2	4	4	2	2	5	3	3	5	2	4
