id	History	Psychology	Politics	Mathematics	Physics	Internet	PC	Economy.Management	Biology	Chemistry	Reading	Geography	Foreign.languages	Medicine	Law	Cars	Art.exhibitions	Religion	Countryside..outdoors	Dancing	Musical.instruments	Writing	Passive.sport	Active.sport	Gardening	Celebrities	Shopping	Science.and.technology	Theatre	Fun.with.friends	Adrenaline.sports	Pets
416	1	5	1	1	1	5	1	2	5	5	5	1	5	5	3	1	1	1	3	3	1	1	5	1	1	5	5	1	4	5	5	1
417	2	2	1	5	2	4	2	5	3	3	4	3	2	1	2	2	3	3	4	4	4	2	5	2	2	2	3	2	2	5	3	3
418	4	4	4	5	3	5	5	2	3	1	2	2	2	3	2	2	4	4	4	1	1	1	3	4	1	1	1	4	3	5	4	5
419	1	2	2	1	2	3	1	4	2	1	5	2	5	1	2	1	2	3	3	1	1	1	1	3	3	3	5	3	5	3	2	5
420	3	5	2	1	2	3	2	2	4	3	3	1	2	5	4	1	3	5	2	4	2	2	3	1	1	1	1	5	4	4	1	2
421	5	3	5	1	1	5	3	1	1	1	5	5	3	2	4	1	3	3	3	1	1	1	3	1	1	2	3	2	4	5	3	2
422	5	3	3	4	4	5	5	4	4	2	5	5	3	3	3	2	5	2	4	5	1	5	5	2	3	4	4	4	5	5	2	5
423	4	4	2	1	1	5	3	3	1	1	2	2	4	2	2	5	2	1	5	5	2	2	5	5	4	5	5	5	5	5	5	5
424	2	4	2	1	2	4	4	2	5	4	4	2	5	5	3	3	2	4	5	2	1	2	3	1	3	3	4	5	3	5	2	5
425	3	3	1	1	1	4	4	5	1	1	3	2	1	1	1	5	1	1	5	3	1	1	2	1	2	2	3	2	1	5	2	5
426	3	4	2	1	1	5	5	3	3	3	5	1	5	1	3	3	5	3	5	5	1	1	1	5	4	5	5	3	5	5	3	5
427	1	2	2	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	3	1	1	1	4	1	1	1	1	1	4	5	1	1
428	3	4	1	1	1	3	2	2	1	1	5	2	4	2	1	1	5	3	4	1	1	5	1	1	1	1	2	4	5	5	1	1
429	2	3	3	2	1	5	2	3	2	1	5	3	3	2	3	1	4	2	4	4	5	2	5	3	2	5	5	2	4	4	2	5
430	2	4	2	1	1	4	3	3	2	1	5	2	4	2	2	2	3	1	4	1	1	4	3	5	1	4	3	3	5	5	4	4
431	4	3	2	2	2	3	2	1	3	2	5	5	5	3	2	1	2	5	5	4	2	1	1	5	3	1	4	3	3	5	4	4
432	2	1	2	5	5	5	5	3	3	3	2	3	4	2	1	5	2	2	4	1	1	1	4	1	3	2	2	5	4	5	4	3
433	5	5	4	2	3	4	5	2	3	1	4	3	5	2	2	1	3	1	4	1	5	1	4	3	1	1	1	5	3	5	1	3
434	3	2	4	5	2	5	4	5	1	1	3	4	4	1	1	1	2	1	1	1	1	1	2	1	1	3	2	4	2	5	2	1
435	5	3	2	1	5	4	2	1	5	5	3	4	4	5	3	5	3	1	4	5	1	1	4	5	1	2	4	4	3	5	4	4
436	2	2	1	1	3	3	2	1	4	4	1	1	4	5	1	1	1	1	3	2	1	1	3	2	2	3	5	2	4	5	2	5
437	2	2	1	2	3	4	3	2	5	5	2	3	2	5	1	4	2	3	3	5	1	1	2	4	1	2	4	4	2	4	1	2
438	1	5	2	1	3	4	2	3	2	1	1	2	3	1	3	3	1	1	1	2	2	2	4	2	1	2	2	2	2	5	3	1
439	1	5	2	1	2	4	4	3	2	1	5	2	4	2	1	1	1	2	3	1	1	4	2	1	3	4	3	5	2	4	1	4
440	4	3	2	3	1	5	3	5	1	1	2	4	5	2	2	4	1	1	3	1	1	1	5	5	1	3	3	1	1	5	2	1
441	4	4	3	1	1	4	3	3	2	1	3	4	4	2	2	3	2	1	3	4	2	1	3	3	2	4	4	3	3	5	3	3
442	1	5	2	2	2	2	2	2	5	5	5	4	1	5	1	1	1	1	4	5	1	1	2	5	1	2	3	3	3	5	2	5
443	2	2	3	3	2	3	4	2	3	3	2	3	3	2	2	2	4	3	3	2	5	2	3	4	2	4	3	4	4	5	2	5
444	5	5	5	3	2	3	1	3	2	1	5	4	5	2	4	1	1	5	3	2	1	1	4	1	1	1	3	2	3	5	4	1
445	3	5	4	4	4	4	1	2	4	3	3	3	4	4	1	2	4	2	5	3	1	2	3	4	1	1	2	3	3	5	5	1
446	4	2	3	1	1	4	1	5	1	1	4	4	4	1	4	1	1	1	4	5	1	1	4	5	3	5	5	3	2	5	3	5
447	1	4	2	3	1	5	2	5	1	1	1	3	3	1	1	3	1	1	1	1	3	1	5	3	1	1	2	2	1	5	3	2
448	5	4	5	3	3	3	3	5	5	4	5	5	5	5	4	1	5	5	4	1	4	5	1	1	3	1	1	3	5	3	1	4
449	3	3	3	4	1	2	1	5	1	1	4	1	5	1	4	3	2	1	4	1	1	1	3	1	1	3	5	3	4	5	3	4
450	2	2	1	3	2	3	2	2	5	5	5	3	3	5	2	2	1	2	4	3	1	1	2	1	2	2	3	3	5	5	2	4
451	3	1	2	2	1	5	2	1	5	3	5	2	2	5	2	4	1	2	1	2	1	1	5	4	4	5	3	5	1	5	1	5
452	3	3	2	2	2	3	3	2	4	3	1	1	3	5	2	2	2	2	4	4	1	1	5	5	1	1	3	4	4	4	2	3
453	1	3	2	3	1	4	3	5	3	1	4	5	5	5	3	4	5	3	5	5	1	1	5	5	2	3	5	3	4	5	4	5
454	2	2	1	2	1	3	2	2	5	5	5	3	3	5	2	2	1	2	4	3	1	1	2	1	2	2	3	3	5	5	2	3
455	3	4	3	3	1	5	2	5	2	1	3	4	5	2	5	1	3	1	4	2	5	1	4	1	2	5	5	2	2	5	4	5
456	1	3	2	2	1	4	3	2	3	2	2	2	5	3	1	2	4	3	4	4	3	2	3	5	4	4	5	2	3	4	1	3
457	5	3	5	5	4	5	5	5	4	4	2	5	2	4	4	5	1	4	2	1	1	1	5	5	1	1	1	4	2	5	4	5
458	3	5	3	5	4	5	5	3	2	1	1	2	3	2	1	5	1	3	4	2	2	2	5	3	1	1	1	4	1	5	4	2
459	5	5	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	5	1	5	5	1	1
460	2	2	1	1	1	3	1	1	4	2	3	4	5	5	1	1	5	4	4	2	4	1	4	1	1	1	3	3	5	5	5	2
461	4	1	5	1	1	5	4	3	1	1	3	5	5	1	3	4	1	5	1	1	1	1	5	5	1	1	1	3	1	5	5	5
462	3	3	4	3	2	4	3	4	2	2	3	4	4	3	3	4	3	3	4	3	2	3	3	3	3	3	4	4	4	4	4	3
463	3	3	3	3	3	3	3	2	4	3	3	3	3	3	3	1	1	1	4	1	3	1	4	2	3	1	2	4	3	4	2	2
464	1	3	1	3	1	4	2	2	4	2	3	2	4	2	1	1	4	5	5	1	1	1	3	1	3	1	5	1	3	5	1	4
465	2	3	1	1	1	4	4	4	2	1	1	5	5	2	2	3	2	3	5	1	1	1	4	1	1	3	5	3	2	2	2	1
466	5	2	3	2	2	5	4	3	3	1	5	5	5	2	3	1	2	1	4	2	1	1	1	3	1	2	3	4	4	4	2	1
467	1	1	2	1	1	4	4	4	1	1	1	1	4	1	4	5	1	1	3	1	1	1	1	5	2	5	4	4	1	5	5	1
468	1	2	3	3	1	4	1	5	1	1	1	1	3	1	2	1	1	1	2	1	1	1	2	2	1	2	3	1	2	4	1	1
469	3	2	4	4	2	4	3	5	1	1	2	3	4	2	2	3	1	4	3	1	1	1	2	4	2	3	4	4	2	4	2	4
470	3	2	2	3	2	5	5	3	1	1	2	4	4	3	2	3	1	3	5	3	1	1	3	3	1	3	2	5	2	5	3	1
471	4	3	2	2	1	5	4	2	2	1	3	4	3	2	1	4	2	4	3	1	3	1	4	1	2	3	3	2	5	5	3	2
472	3	3	2	3	4	4	4	3	4	4	2	3	2	2	2	5	1	1	4	1	1	1	2	5	1	1	3	5	1	5	5	1
473	2	1	1	5	4	3	1	2	4	2	1	4	1	2	1	2	1	1	3	1	1	3	5	2	1	1	1	2	1	2	2	2
474	5	3	2	2	2	3	3	2	5	5	5	3	3	5	2	4	3	3	4	1	4	3	1	1	1	1	1	1	2	3	1	5
475	3	3	3	5	5	5	5	1	5	5	3	1	2	5	3	5	3	3	3	1	5	1	2	5	1	2	3	5	4	5	5	5
476	4	5	3	3	2	4	2	2	3	2	5	3	3	2	3	1	2	2	4	2	5	3	3	3	1	4	2	2	3	5	2	5
477	3	3	1	1	1	3	3	1	4	4	5	2	3	5	1	1	5	2	3	2	1	4	2	3	2	2	3	3	2	5	2	5
478	2	2	2	4	2	3	2	2	2	5	4	2	2	2	1	1	3	1	3	2	4	2	2	3	1	2	1	3	3	4	4	4
479	2	2	2	1	1	4	3	5	2	2	5	5	5	2	2	4	2	4	3	4	3	5	2	1	1	2	4	3	5	5	1	4
480	2	3	3	1	2	4	2	1	4	4	3	3	4	5	2	2	2	2	3	2	4	1	3	2	3	2	3	4	3	5	2	5
481	3	2	3	3	2	4	4	2	5	4	4	3	5	4	2	3	4	2	4	4	3	1	5	3	4	2	5	4	5	5	3	5
482	5	5	2	1	4	4	5	1	3	1	5	4	4	5	1	2	5	3	4	1	4	5	1	2	1	1	1	4	3	5	1	1
483	4	2	4	4	2	4	4	4	3	2	3	2	1	2	3	2	2	1	2	1	1	2	3	3	1	2	1	3	2	4	2	5
484	3	4	1	4	4	4	2	2	2	5	3	3	4	5	2	1	1	2	1	2	2	2	4	2	1	3	5	5	1	5	4	3
485	4	2	2	4	1	4	3	5	1	1	4	3	4	1	3	1	1	1	3	1	3	1	3	3	3	2	4	1	2	5	5	1
486	1	1	1	1	1	5	3	3	4	1	1	3	5	1	2	1	1	3	5	1	1	1	3	1	1	4	2	4	1	3	1	1
487	4	5	4	3	2	3	3	4	2	2	4	2	5	3	5	1	5	2	3	4	1	1	3	4	1	5	4	3	5	4	1	1
488	1	5	2	1	3	5	5	2	5	3	1	2	3	5	4	5	2	5	5	5	2	1	5	5	1	5	5	5	1	5	4	1
489	5	2	5	3	4	4	4	3	2	2	5	4	5	3	5	4	3	1	5	1	4	2	3	5	1	1	2	5	4	4	3	3
490	5	4	5	1	1	4	1	2	3	1	5	5	5	3	4	1	1	2	2	3	1	3	5	5	1	3	5	5	3	5	5	2
491	1	5	1	1	1	5	1	5	1	1	1	1	4	3	3	1	1	3	2	4	1	1	5	5	1	4	5	1	1	4	1	1
492	2	3	2	2	1	3	3	2	5	2	2	3	4	5	1	1	2	2	3	5	3	1	1	5	1	3	3	3	3	4	2	2
493	5	5	2	3	2	4	3	1	5	2	5	5	5	4	1	1	4	4	4	5	4	5	1	2	2	4	2	2	5	5	3	5
494	3	1	3	2	2	5	3	2	1	1	1	2	2	1	1	5	1	1	3	2	1	1	5	3	2	2	2	5	2	5	4	5
495	2	4	2	4	3	4	2	4	3	2	3	3	4	4	3	2	4	2	4	1	1	1	3	3	2	3	4	2	3	5	4	1
496	2	2	2	2	1	3	3	4	4	2	4	3	4	3	2	1	3	2	3	3	3	1	5	1	5	4	5	3	3	5	4	4
497	3	3	4	3	3	3	2	4	3	3	3	4	2	3	2	2	1	3	5	2	2	1	1	1	3	2	4	2	1	4	2	2
498	3	5	3	1	1	3	2	3	2	1	3	2	3	1	1	1	5	3	2	3	5	3	4	4	1	1	3	3	5	5	3	1
499	4	4	3	1	1	5	1	1	1	1	5	3	5	4	3	2	2	3	5	4	4	1	5	1	3	1	2	2	3	5	1	5
500	3	3	4	2	2	5	5	3	4	1	3	1	2	1	1	3	2	1	3	1	3	1	4	2	1	1	1	5	2	5	1	1
501	4	4	3	3	4	4	4	2	5	5	5	3	4	4	1	2	3	5	4	4	5	2	5	1	2	3	4	3	3	5	2	5
502	3	2	2	4	1	4	2	5	2	2	4	2	5	2	2	2	2	4	4	3	5	1	3	5	1	2	3	2	2	5	4	1
503	2	1	4	3	1	5	5	4	1	1	1	1	4	1	2	5	1	1	2	1	3	1	2	3	1	1	4	5	1	5	3	1
504	4	4	1	5	5	5	5	1	5	2	1	5	4	4	1	1	3	5	5	1	5	1	1	1	1	3	3	5	2	3	3	3
505	3	3	3	5	1	5	3	1	1	5	3	5	4	3	1	5	4	1	5	5	3	1	5	3	5	5	5	5	1	5	5	5
506	2	3	2	3	4	4	3	3	2	4	2	2	2	2	2	3	2	1	2	2	1	1	4	5	1	3	2	4	1	5	3	1
507	2	3	3	2	3	5	5	3	2	1	1	2	2	3	1	2	1	1	1	1	1	1	5	5	1	1	3	4	1	5	5	4
508	3	4	2	2	2	3	2	1	4	5	2	4	2	3	1	2	3	2	4	5	5	1	2	5	3	2	2	4	4	4	5	3
509	3	4	5	1	1	5	3	4	1	2	3	4	5	1	2	3	1	2	5	1	5	3	5	2	1	2	2	1	2	5	1	3
510	5	1	1	1	1	5	5	4	1	1	4	5	5	5	4	1	1	1	4	5	5	1	4	5	1	1	5	1	1	5	5	4
511	3	4	2	3	5	3	5	3	3	1	3	3	4	2	3	5	3	1	5	5	1	1	5	5	1	1	3	5	5	5	5	5
512	2	3	1	4	5	4	5	3	3	3	2	3	5	3	2	5	3	1	5	1	2	1	2	4	1	1	3	5	4	5	5	4
513	1	1	5	1	1	4	3	1	1	1	5	5	5	1	5	3	3	3	5	5	5	5	1	1	3	5	5	5	2	4	1	1
514	2	1	4	5	3	5	5	2	1	1	3	2	3	2	1	4	2	1	2	2	1	1	5	5	3	3	2	4	3	5	5	4
515	3	2	1	1	1	4	3	1	1	1	2	2	3	1	3	3	2	2	4	1	5	2	2	1	1	3	3	2	3	4	1	2
516	3	4	3	4	1	5	4	2	1	1	1	2	4	1	1	3	4	4	5	1	2	1	5	1	3	3	5	2	4	5	3	1
517	5	3	1	1	2	5	5	3	3	1	1	3	5	3	3	5	3	3	5	5	2	3	5	5	3	1	5	1	1	5	5	5
518	4	5	3	2	4	5	3	4	5	5	4	5	5	5	5	3	4	2	3	5	1	4	1	5	1	5	5	5	3	5	4	2
519	3	4	3	1	2	3	1	1	5	5	5	2	4	5	1	1	2	3	4	4	1	1	3	5	1	3	4	2	2	5	1	5
520	4	2	2	2	2	4	3	2	1	2	1	3	4	2	3	3	5	1	3	1	1	1	3	5	5	1	2	2	1	5	4	2
521	4	3	3	3	2	5	3	2	2	2	3	3	5	3	3	2	3	3	4	4	1	1	4	4	3	3	5	3	3	5	3	3
522	3	4	1	1	1	5	2	1	4	4	2	1	3	4	3	2	3	3	4	3	5	3	3	1	1	4	5	3	3	5	2	4
523	2	3	4	1	1	4	2	3	2	1	3	4	4	2	3	2	2	2	4	3	1	1	3	4	1	2	4	3	4	5	4	5
524	2	1	2	2	4	4	5	1	1	1	1	5	4	1	1	3	1	3	4	2	1	3	5	5	1	1	3	4	1	5	3	4
525	3	4	1	3	2	5	2	1	5	4	3	4	3	5	1	1	3	3	5	2	1	1	5	1	1	5	3	1	4	5	5	5
526	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	5	4	3	3	2	5	3	2	4	3	4	5	4	4
527	4	3	3	5	5	5	4	2	4	5	2	4	2	5	3	4	3	2	4	2	4	1	5	5	3	2	1	5	3	5	3	5
528	2	2	3	5	5	5	4	4	2	2	3	4	4	2	3	2	4	3	4	4	4	3	4	5	2	2	3	3	4	3	4	5
529	2	3	2	5	5	5	4	2	1	1	1	2	3	3	3	5	1	3	2	1	1	1	5	5	1	1	1	5	1	5	4	1
530	5	3	5	1	1	5	2	2	3	1	1	3	4	2	5	2	1	1	1	1	1	1	5	1	1	2	2	2	1	4	1	3
531	5	5	2	3	4	5	2	4	3	3	2	4	4	4	3	1	3	5	4	5	2	1	1	1	1	2	2	4	3	3	4	2
532	5	5	5	3	4	5	5	5	2	2	1	5	4	1	2	3	4	4	5	2	1	2	5	3	2	1	2	4	1	5	3	1
533	5	3	3	1	1	5	2	3	1	1	4	4	5	1	2	1	3	1	4	5	2	3	5	3	2	3	5	3	5	5	3	1
534	3	4	2	3	2	5	4	3	3	2	4	3	5	2	2	3	2	2	4	2	2	2	5	5	1	1	3	4	4	5	5	1
535	3	3	2	1	1	3	2	3	1	1	4	2	3	3	1	1	1	1	4	2	2	1	3	1	1	2	4	4	4	3	2	5
536	3	5	4	3	2	5	1	5	3	2	1	3	4	2	1	5	3	5	5	3	3	4	4	4	3	3	5	5	2	5	5	5
537	3	5	3	1	1	5	2	1	1	1	1	2	5	1	5	5	2	2	1	1	3	1	5	5	1	5	5	1	2	5	5	5
538	4	5	5	2	4	5	3	3	2	2	1	5	5	3	3	4	2	3	5	1	4	1	5	4	1	1	3	5	5	5	5	1
539	4	2	2	1	1	4	4	2	5	5	2	4	2	5	3	2	2	3	3	1	1	1	3	1	2	3	4	2	2	5	2	5
540	5	4	5	1	5	5	5	2	4	4	2	4	4	5	5	3	4	2	1	1	5	4	3	4	2	3	5	5	4	3	4	1
541	3	4	3	3	5	5	5	1	5	3	4	1	2	5	1	5	4	4	5	1	5	4	5	3	3	3	4	5	5	5	5	5
542	2	2	2	1	1	4	3	2	5	5	3	1	3	3	1	2	1	2	2	2	1	1	2	1	2	3	5	3	2	5	3	3
543	4	4	4	2	2	5	5	4	1	1	2	3	4	2	2	4	4	3	4	4	5	2	4	5	2	4	4	4	4	5	3	2
544	3	4	2	2	2	5	5	5	3	3	1	1	2	2	5	5	2	2	4	1	1	1	2	1	1	1	3	3	4	4	2	2
545	3	1	2	1	1	3	1	1	5	5	3	3	2	5	1	2	3	1	3	1	1	1	1	3	3	1	4	5	4	5	4	5
546	3	3	1	1	1	5	3	2	2	1	1	1	1	1	1	5	3	1	3	2	1	2	3	3	1	2	5	5	5	5	5	1
547	3	2	3	4	4	5	5	3	2	2	2	4	5	3	2	5	5	4	5	3	5	2	5	5	3	1	3	5	5	5	5	2
548	5	3	5	1	1	3	3	1	2	1	5	5	5	2	2	1	4	4	3	1	5	4	5	5	2	1	1	2	5	5	5	4
549	2	5	2	1	1	3	1	1	4	1	1	1	3	3	2	2	1	2	3	1	1	1	3	2	2	3	3	2	2	4	1	3
550	2	4	2	1	1	3	1	5	2	1	1	3	4	3	1	1	2	1	2	3	1	1	2	1	3	2	4	3	1	3	1	2
551	3	4	4	3	1	4	2	2	3	1	5	2	5	2	3	1	3	3	5	5	5	3	4	2	2	2	4	3	1	4	3	5
552	4	3	1	3	1	3	2	2	3	2	3	2	4	1	1	1	2	5	5	1	5	1	5	3	3	4	3	2	1	5	1	1
553	4	5	5	3	1	5	2	2	4	1	5	2	5	3	5	2	5	4	4	5	5	5	5	4	2	5	5	3	5	5	3	5
554	2	4	4	3	1	3	2	3	2	2	1	2	4	2	4	3	1	3	4	5	4	2	4	3	1	1	5	2	3	5	5	5
555	2	5	3	5	3	4	4	4	3	2	2	3	3	3	3	5	3	4	5	4	3	2	4	5	2	3	3	4	2	4	3	3
556	1	2	1	1	1	4	1	4	1	1	3	4	4	1	1	1	3	2	5	2	1	1	3	2	2	5	5	1	1	5	2	3
557	2	1	1	1	1	3	2	4	1	1	2	2	4	1	1	1	1	1	4	2	1	2	4	4	1	3	5	1	1	5	2	2
558	5	4	1	1	1	5	4	3	2	1	3	4	5	1	2	1	3	1	4	3	3	4	3	1	1	1	5	3	4	5	5	5
559	3	3	2	2	2	4	2	2	3	2	4	2	4	2	2	2	5	3	4	2	1	4	2	3	1	2	4	2	5	5	1	4
560	1	1	1	1	1	5	2	2	1	1	1	5	2	1	1	2	1	1	4	2	1	1	3	2	1	4	3	1	3	5	1	2
561	1	2	3	1	2	5	3	5	5	5	4	2	4	5	5	5	5	4	5	5	5	5	1	5	5	2	2	2	3	5	5	5
562	4	4	4	2	3	4	4	2	3	1	3	5	4	2	2	2	3	4	5	2	3	2	5	5	3	2	2	3	4	4	2	3
563	3	1	2	1	3	5	5	3	2	2	1	4	3	1	2	5	2	1	5	3	3	1	5	5	2	3	3	2	3	5	5	3
564	5	2	1	1	2	5	3	3	3	3	1	4	5	3	4	4	2	1	4	2	1	1	5	5	1	4	5	4	2	4	4	4
565	3	1	5	2	2	3	3	5	1	1	1	1	5	1	1	4	1	1	1	1	1	1	3	5	1	1	3	5	1	5	5	3
566	1	3	1	2	1	5	5	2	3	2	5	1	5	1	2	5	5	1	5	5	1	2	5	5	5	5	5	2	3	5	5	2
567	4	4	2	3	1	5	2	3	1	1	5	1	2	1	1	1	3	3	4	5	5	3	5	1	3	2	1	2	5	4	1	4
568	1	2	1	3	2	2	3	2	2	2	1	1	2	2	1	4	2	1	3	2	3	1	4	4	1	2	3	2	2	4	5	2
569	1	1	1	1	1	5	4	3	2	1	2	5	5	2	1	2	1	1	5	4	2	1	5	2	2	5	5	1	1	5	2	1
570	4	5	4	3	4	4	3	2	3	2	2	3	4	3	5	2	2	2	3	4	5	2	5	5	3	2	4	2	3	5	3	5
571	4	3	2	1	1	5	3	2	2	1	1	4	5	1	1	5	1	1	5	1	2	1	5	5	1	3	5	4	3	4	4	3
572	1	2	1	4	3	5	5	3	4	3	4	5	5	3	4	5	2	3	4	3	2	2	3	5	1	1	3	1	2	5	5	4
573	2	4	2	3	1	5	1	1	5	4	2	3	3	2	2	2	1	1	5	3	3	1	5	5	4	1	5	5	4	5	5	5
574	3	1	1	1	3	5	3	1	1	3	1	5	5	1	1	2	1	3	4	1	1	1	5	5	1	2	5	3	1	5	5	4
575	3	3	2	1	1	3	3	3	5	5	1	3	5	4	1	4	1	1	3	3	1	1	5	5	3	3	4	4	2	5	4	4
576	2	5	2	2	3	3	2	1	4	4	5	3	4	5	3	3	4	2	5	4	3	3	3	5	3	2	2	5	5	5	5	4
577	3	2	2	3	3	5	5	3	3	2	1	4	3	2	3	5	3	1	4	2	1	1	5	5	1	2	3	5	5	5	5	4
578	3	4	4	4	3	5	2	2	2	2	3	2	3	3	2	2	2	1	1	4	4	1	3	3	1	2	5	2	3	5	5	5
579	2	2	1	1	1	5	3	2	5	5	5	2	5	4	1	1	1	1	5	3	2	5	5	1	2	4	4	5	4	4	3	5
580	5	5	2	5	4	5	5	1	2	2	2	2	3	1	2	5	1	1	2	1	2	1	5	5	1	4	2	4	2	5	1	2
581	3	5	3	2	2	2	3	5	2	1	1	1	2	1	3	3	1	1	2	1	1	1	1	5	1	1	2	3	3	3	5	4
582	1	4	2	3	1	5	3	3	2	2	2	2	2	1	3	2	2	1	3	2	1	1	5	4	2	3	5	3	4	5	3	5
583	5	4	4	3	2	3	2	3	2	2	4	5	5	2	2	1	1	2	5	2	1	2	5	2	1	1	2	3	2	5	3	1
584	5	5	5	2	2	5	5	4	1	1	3	2	3	1	5	3	1	3	3	3	3	5	4	3	2	1	1	5	3	4	3	4
585	3	2	2	2	2	3	3	3	3	1	1	2	2	1	1	1	1	1	3	1	1	1	3	1	2	2	2	3	2	3	1	5
586	2	2	2	1	1	3	3	4	2	1	1	1	3	1	1	1	1	1	1	1	3	1	2	5	1	3	3	3	1	5	1	3
587	4	2	5	1	1	5	5	1	1	3	5	5	5	1	3	1	1	5	4	1	5	5	1	5	1	3	5	5	2	5	3	4
588	4	3	1	1	2	3	2	1	2	3	1	2	4	2	3	3	1	1	5	1	2	1	2	5	2	2	3	2	2	5	5	5
589	3	3	2	1	1	5	2	3	2	1	4	5	2	2	2	2	2	1	5	5	3	1	2	5	4	3	5	1	5	5	3	3
590	5	4	3	1	1	4	3	5	3	1	4	3	4	3	4	3	5	1	5	3	4	3	3	5	2	1	4	4	5	5	5	4
591	4	4	3	5	5	4	4	4	4	4	4	2	4	2	3	3	4	3	4	5	1	1	2	4	2	1	2	5	3	5	3	4
592	3	5	4	1	2	3	1	5	2	2	3	5	5	3	4	4	3	2	5	5	2	4	3	5	1	2	4	4	5	3	4	3
593	3	5	5	1	1	4	3	5	3	1	1	3	5	5	3	5	3	1	4	5	1	1	1	1	1	4	5	5	5	5	3	5
594	2	4	1	1	2	1	1	1	5	5	4	3	3	5	1	2	2	1	5	3	3	1	5	2	2	1	2	3	3	5	3	5
595	5	4	2	2	2	4	3	1	2	2	5	3	5	1	1	2	4	2	4	1	5	1	1	3	1	1	3	3	4	5	4	1
596	4	5	1	1	1	1	2	1	3	1	4	3	4	5	1	2	1	5	5	1	1	3	2	4	1	1	1	1	1	3	5	5
597	2	4	1	1	2	5	5	2	2	2	1	5	1	1	2	2	2	1	5	1	1	1	3	2	2	1	1	4	1	4	4	4
598	2	2	2	2	2	5	5	2	2	2	2	2	2	2	2	4	2	2	5	2	2	1	5	5	2	2	2	2	2	5	5	2
599	3	2	1	2	2	4	5	3	3	1	1	2	3	1	1	3	2	1	5	3	2	1	5	3	2	3	2	5	3	4	2	5
600	4	3	3	4	2	4	4	5	2	2	1	3	3	2	2	4	2	3	4	3	2	2	5	4	1	3	3	2	2	5	4	2
601	2	5	3	1	1	5	1	2	4	2	5	3	2	2	2	3	3	1	2	3	1	1	5	3	2	5	3	2	4	5	2	5
602	3	3	1	2	1	4	1	1	3	2	3	3	5	3	1	1	4	5	5	5	5	1	2	2	2	1	3	1	4	5	1	5
603	4	4	3	2	3	3	1	4	2	2	1	3	3	1	2	3	2	3	4	3	1	1	5	5	1	2	2	4	1	5	4	3
604	3	2	2	2	1	5	2	5	2	1	1	4	4	1	2	2	3	2	4	3	1	1	3	5	2	4	4	4	2	5	3	3
605	5	5	1	1	1	5	3	3	2	1	5	1	3	3	3	4	5	3	3	4	2	3	5	5	1	3	5	4	3	5	3	5
606	3	2	2	2	5	3	1	1	3	1	1	5	1	1	1	5	3	1	5	1	5	1	5	5	3	2	3	5	5	4	3	5
607	2	2	1	2	2	4	4	1	2	1	2	3	1	2	1	4	1	4	4	1	1	1	3	1	1	2	2	4	2	4	1	4
608	4	3	5	1	2	2	2	2	5	5	5	2	3	5	1	2	1	3	1	2	1	1	2	2	1	1	5	5	3	5	1	5
609	5	5	5	5	5	4	2	4	2	4	2	4	2	4	2	4	2	4	2	4	2	4	3	3	3	3	4	2	2	4	2	4
610	5	5	2	5	2	5	5	4	1	1	4	2	4	1	1	3	3	5	4	1	3	1	3	5	1	1	4	5	3	4	4	3
611	2	2	3	2	2	5	5	2	5	5	2	1	5	5	1	2	1	1	1	1	4	1	2	3	1	4	2	4	1	5	1	1
612	3	5	3	3	1	5	3	5	5	1	2	1	4	2	3	3	1	1	3	3	1	1	4	1	1	4	5	4	3	5	3	5
613	4	3	4	3	4	5	5	3	2	2	2	2	3	2	2	3	2	1	2	1	5	1	2	2	1	3	3	2	2	4	1	2
614	4	5	2	1	1	4	3	2	2	1	4	2	3	1	2	3	4	1	2	2	4	2	5	3	1	2	4	2	3	5	3	5
615	3	5	4	1	1	3	1	1	3	1	4	3	4	1	1	3	4	1	5	3	1	1	2	5	5	2	5	5	4	5	3	5
616	2	4	2	2	3	2	1	1	2	2	3	3	5	3	1	2	2	5	4	1	5	3	5	2	2	1	2	4	3	4	2	2
617	4	4	2	3	4	5	5	1	5	5	1	4	2	5	2	5	1	1	1	1	2	1	5	4	1	1	2	5	1	5	3	4
618	3	5	5	1	1	3	1	5	1	1	5	3	5	1	5	5	5	3	3	1	1	1	1	5	1	1	4	4	5	5	5	1
619	5	1	5	1	1	5	5	4	2	2	5	5	5	2	2	5	2	2	5	1	5	1	5	1	1	4	3	3	5	5	5	1
620	3	2	2	5	5	5	4	2	3	2	1	5	4	2	3	4	1	1	2	1	1	1	2	1	1	1	1	5	1	5	3	1
621	4	3	3	1	1	4	2	1	1	1	5	5	5	1	1	4	3	1	2	1	1	4	3	3	1	1	1	4	3	5	4	2
622	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	3	1	1	2	1	1	1	1	2	1	1	1	1	1	3	2	3
623	2	3	3	1	1	5	3	4	1	1	4	3	5	1	4	2	3	1	3	3	2	1	5	5	1	1	3	2	4	5	4	5
624	5	2	1	1	1	4	3	3	2	2	1	2	1	1	2	3	2	1	5	1	1	1	3	1	3	2	2	3	1	5	3	3
